cliente_id,idade,cidade,renda_mensal,plano,valor_mensalidade,tempo_de_casa_meses,qtd_acessos_mes,qtd_chamados_suporte,atraso_pagamento,churn
381,39,Belo Horizonte,2153.12,Básico,29.9,43,4.0,0,0,0
382,54,São Paulo,6518.43,Padrão,59.9,34,11.0,0,0,0
383,19,São Paulo,2489.62,Básico,29.9,11,7.0,0,1,1
384,23,São Paulo,5189.14,Premium,119.9,33,13.0,1,0,0
385,19,Rio de Janeiro,3910.85,Premium,119.9,54,11.0,0,1,0
386,28,Rio de Janeiro,1722.5,Padrão,59.9,59,3.0,0,0,0
387,43,Curitiba,4080.84,Básico,29.9,27,7.0,1,0,0
388,44,Rio de Janeiro,5337.65,Básico,29.9,15,12.0,1,0,1
389,41,Rio de Janeiro,5693.34,Padrão,59.9,45,8.0,0,0,0
390,21,Rio de Janeiro,3736.22,Padrão,59.9,5,7.0,1,0,0
391,18,São Paulo,6657.2,Básico,29.9,9,7.0,3,0,1
392,39,Rio de Janeiro,6343.52,Básico,29.9,34,9.0,2,0,1
393,32,São Paulo,3858.02,Básico,29.9,59,8.0,2,0,0
394,44,Rio de Janeiro,6030.22,Padrão,59.9,20,4.0,0,0,0
395,46,São Paulo,8220.83,Padrão,59.9,27,11.0,0,0,0
396,40,Curitiba,,Padrão,59.9,20,13.0,1,0,0
397,47,Recife,2559.6,Padrão,59.9,26,8.0,1,0,0
398,41,São Paulo,2922.24,Básico,29.9,1,6.0,2,0,0
399,44,Belo Horizonte,7352.85,Básico,29.9,36,11.0,1,0,0
400,30,Curitiba,2355.09,Básico,29.9,36,9.0,0,0,0
401,36,São Paulo,2059.43,Padrão,59.9,19,9.0,3,1,0
402,40,Curitiba,3684.85,Básico,29.9,16,4.0,3,0,0
403,48,Belo Horizonte,5556.41,Básico,29.9,45,11.0,0,0,0
404,33,Recife,4165.69,Básico,29.9,12,5.0,0,1,0
405,44,Recife,3508.99,Básico,29.9,3,8.0,1,0,0
406,35,São Paulo,3196.42,Padrão,59.9,3,5.0,1,0,1
407,37,Rio de Janeiro,3187.79,Básico,29.9,53,6.0,0,0,0
408,48,Rio de Janeiro,3216.88,Básico,29.9,22,4.0,1,0,0
409,18,São Paulo,8006.94,Padrão,59.9,7,10.0,1,0,0
410,22,São Paulo,4555.52,Básico,29.9,52,5.0,1,0,0
411,20,Recife,5556.17,Básico,29.9,9,10.0,0,0,0
412,18,São Paulo,3019.66,Básico,29.9,20,5.0,0,1,0
413,30,Rio de Janeiro,3925.28,Padrão,59.9,2,4.0,0,0,0
414,47,Curitiba,3485.6,Básico,29.9,41,,1,0,0
415,35,São Paulo,,Padrão,59.9,42,8.0,1,0,0
416,40,Rio de Janeiro,2079.58,Premium,119.9,45,11.0,1,0,0
417,51,Recife,1630.89,Padrão,59.9,16,2.0,4,0,0
418,54,Rio de Janeiro,1200.0,Básico,29.9,20,6.0,1,1,0
419,37,São Paulo,2318.35,Padrão,59.9,56,4.0,2,0,0
420,54,São Paulo,7364.92,Básico,29.9,49,10.0,3,0,0
421,39,Recife,4450.01,Básico,29.9,3,4.0,0,1,1
422,28,São Paulo,6523.01,Padrão,59.9,41,14.0,0,0,0
423,31,Rio de Janeiro,5029.77,Básico,29.9,48,3.0,1,0,0
424,20,São Paulo,5368.61,Básico,29.9,33,7.0,0,0,0
425,27,Rio de Janeiro,2548.39,Básico,29.9,38,2.0,1,0,0
426,34,Recife,5323.11,Básico,29.9,1,8.0,3,0,0
427,48,Rio de Janeiro,6111.69,Básico,29.9,2,9.0,0,0,0
428,59,Recife,4092.03,Padrão,59.9,3,4.0,0,0,0
429,21,São Paulo,4997.17,Premium,119.9,10,9.0,2,0,0
430,43,Rio de Janeiro,5669.14,Básico,29.9,59,13.0,3,0,0
431,26,Curitiba,3150.81,Padrão,59.9,38,6.0,1,1,0
432,44,Rio de Janeiro,2659.02,Básico,29.9,47,5.0,0,1,0
433,36,São Paulo,2308.57,Básico,29.9,18,7.0,3,0,0
434,18,Curitiba,4055.71,Básico,29.9,56,8.0,1,1,0
435,49,Rio de Janeiro,5418.62,Básico,29.9,12,8.0,1,0,1
436,31,Rio de Janeiro,2863.45,Básico,29.9,54,9.0,0,0,0
437,32,Recife,4367.85,Básico,29.9,2,6.0,2,0,0
438,25,São Paulo,5136.97,Básico,29.9,2,9.0,2,0,0
439,30,São Paulo,5372.74,Padrão,59.9,5,6.0,2,0,1
440,43,São Paulo,7443.38,Básico,29.9,47,6.0,2,0,0
441,36,Rio de Janeiro,6738.57,Básico,29.9,16,11.0,0,0,0
442,42,São Paulo,2817.68,Básico,29.9,27,3.0,1,0,0
443,42,Belo Horizonte,7650.46,Padrão,59.9,28,11.0,0,0,0
444,54,São Paulo,4024.24,Básico,29.9,47,8.0,1,0,0
445,34,Belo Horizonte,6260.77,Padrão,59.9,21,15.0,3,1,1
446,20,São Paulo,4082.38,Básico,29.9,1,9.0,2,1,1
447,51,Rio de Janeiro,4148.13,Básico,29.9,23,8.0,2,0,0
448,34,São Paulo,1200.0,Premium,119.9,18,6.0,1,0,1
449,51,Belo Horizonte,4581.18,Básico,29.9,44,7.0,0,0,0
450,43,Rio de Janeiro,1843.11,Básico,29.9,45,3.0,0,0,0
451,36,Rio de Janeiro,6181.14,Básico,29.9,6,7.0,0,0,0
452,42,Curitiba,7350.23,Premium,119.9,47,15.0,2,0,0
453,61,Rio de Janeiro,3755.56,Padrão,59.9,5,7.0,2,1,1
454,63,São Paulo,5793.55,Padrão,59.9,37,11.0,0,0,0
455,39,Recife,3224.3,Premium,119.9,23,7.0,3,0,0
456,40,São Paulo,3428.73,Básico,29.9,18,3.0,3,0,0
457,51,São Paulo,6284.09,Premium,119.9,29,8.0,3,0,0
458,28,Rio de Janeiro,4130.63,Básico,29.9,19,6.0,1,0,0
459,42,São Paulo,7751.37,Padrão,59.9,47,10.0,1,0,0
460,38,São Paulo,3631.98,Básico,29.9,58,4.0,1,0,0
461,42,Belo Horizonte,6418.81,Básico,29.9,49,9.0,2,1,0
462,28,São Paulo,4375.34,Premium,119.9,26,6.0,2,0,0
463,19,Curitiba,5362.4,Básico,29.9,30,7.0,3,0,0
464,18,Recife,3095.12,Premium,119.9,27,13.0,1,1,0
465,25,Belo Horizonte,4020.79,Básico,29.9,47,8.0,0,0,0
466,32,Belo Horizonte,4112.1,Padrão,59.9,33,12.0,2,0,0
467,34,Belo Horizonte,2875.1,Premium,119.9,28,9.0,1,0,0
468,61,Recife,6381.75,Básico,29.9,25,12.0,0,0,0
469,51,São Paulo,6060.45,Premium,119.9,23,10.0,0,0,0
470,26,São Paulo,5208.4,Padrão,59.9,33,11.0,0,0,0
471,42,Rio de Janeiro,7386.54,Padrão,59.9,41,13.0,3,0,0
472,33,Rio de Janeiro,6958.82,Básico,29.9,26,4.0,1,0,0
473,35,São Paulo,3735.1,Padrão,59.9,48,4.0,2,0,0
474,40,Belo Horizonte,,Padrão,59.9,49,14.0,2,0,0
475,45,São Paulo,3587.52,Básico,29.9,26,3.0,2,1,1
476,34,Recife,4422.04,Básico,29.9,54,5.0,0,0,0
477,51,São Paulo,3810.45,Básico,29.9,11,8.0,3,0,0
478,24,São Paulo,6996.13,Premium,119.9,55,8.0,1,0,0
479,38,São Paulo,5154.66,Básico,29.9,18,8.0,0,0,0
480,69,São Paulo,5037.55,Padrão,59.9,34,10.0,2,0,0
481,41,São Paulo,6738.51,Premium,119.9,17,6.0,1,0,0
482,55,São Paulo,1200.0,Básico,29.9,27,3.0,1,0,0
483,39,São Paulo,1200.0,Básico,29.9,21,1.0,0,0,0
484,45,São Paulo,6142.51,Padrão,59.9,42,10.0,0,0,0
485,37,Rio de Janeiro,4578.84,Básico,29.9,5,11.0,3,1,1
486,36,Rio de Janeiro,4890.8,Padrão,59.9,50,10.0,1,0,0
487,29,São Paulo,1842.49,Padrão,59.9,54,3.0,0,0,0
488,43,São Paulo,4608.18,Padrão,59.9,34,5.0,1,1,0
489,28,São Paulo,7806.32,Básico,29.9,33,13.0,2,0,0
490,46,São Paulo,6223.56,Padrão,59.9,42,13.0,0,0,0
491,51,São Paulo,5195.47,Padrão,59.9,12,11.0,1,0,0
492,42,Curitiba,3829.7,Básico,29.9,45,5.0,0,0,0
493,35,Recife,3699.77,Padrão,59.9,13,10.0,1,0,0
494,43,Recife,1200.0,Premium,119.9,40,8.0,1,0,0
495,34,Rio de Janeiro,4843.75,Padrão,59.9,19,9.0,0,0,0
496,49,Rio de Janeiro,6351.87,Básico,29.9,45,6.0,2,0,0
497,18,São Paulo,1200.0,Básico,29.9,47,5.0,0,0,0
498,34,Curitiba,3189.45,Básico,29.9,13,4.0,1,0,1
499,18,Curitiba,1816.56,Básico,29.9,37,4.0,1,1,0
500,20,Curitiba,2222.37,Básico,29.9,30,7.0,1,1,0
501,54,Curitiba,5076.27,Premium,119.9,18,6.0,3,0,0
502,49,Rio de Janeiro,1200.0,Básico,29.9,35,4.0,2,0,1
503,29,Curitiba,5335.69,Padrão,59.9,59,8.0,1,0,0
504,20,Curitiba,5316.94,Básico,29.9,1,4.0,1,0,0
505,18,São Paulo,3448.02,Básico,29.9,57,,0,0,0
506,31,Recife,1200.0,Básico,29.9,51,5.0,0,0,0
507,67,São Paulo,,Básico,29.9,32,12.0,3,0,0
508,43,Recife,6869.22,Padrão,59.9,36,11.0,1,0,0
509,31,Curitiba,1200.0,Premium,119.9,22,3.0,1,0,0
510,44,São Paulo,4054.46,Premium,119.9,8,5.0,1,1,1
511,19,Belo Horizonte,1806.0,Básico,29.9,34,6.0,2,0,0
512,34,São Paulo,5828.23,Padrão,59.9,49,10.0,1,0,0
513,39,Curitiba,3314.79,Básico,29.9,14,7.0,2,0,0
514,37,Curitiba,5197.12,Premium,119.9,43,12.0,1,0,0
515,47,Belo Horizonte,5787.83,Padrão,59.9,45,7.0,0,0,0
516,42,Curitiba,7925.21,Básico,29.9,45,13.0,3,0,0
517,46,São Paulo,4374.7,Básico,29.9,21,6.0,0,0,0
518,30,São Paulo,4936.88,Básico,29.9,24,11.0,1,0,0
519,49,Rio de Janeiro,2156.9,Básico,29.9,25,,0,0,0
520,58,São Paulo,7242.74,Premium,119.9,51,9.0,2,1,0
521,26,Rio de Janeiro,2771.08,Padrão,59.9,54,3.0,2,0,0
522,27,São Paulo,3160.64,Premium,119.9,25,3.0,1,0,0
523,54,Rio de Janeiro,4939.95,Básico,29.9,58,9.0,0,0,0
524,36,Rio de Janeiro,1626.81,Padrão,59.9,34,4.0,2,0,0
525,55,Curitiba,5421.79,Básico,29.9,23,10.0,2,0,0
526,33,São Paulo,6091.44,Padrão,59.9,1,,2,0,0
527,55,Curitiba,5537.28,Básico,29.9,37,4.0,3,0,0
528,40,Rio de Janeiro,1699.98,Básico,29.9,39,5.0,0,1,1
529,41,São Paulo,4367.14,Padrão,59.9,58,7.0,0,0,0
530,57,Rio de Janeiro,6405.65,Básico,29.9,43,18.0,3,0,0
531,34,Rio de Janeiro,1200.0,Básico,29.9,2,4.0,0,0,0
532,27,São Paulo,2235.42,Padrão,59.9,34,6.0,0,0,0
533,33,Rio de Janeiro,5927.78,Básico,29.9,44,7.0,3,0,0
534,43,São Paulo,,Premium,119.9,30,7.0,2,0,0
535,19,Rio de Janeiro,4671.55,Padrão,59.9,26,8.0,0,0,0
536,46,Rio de Janeiro,8087.09,Padrão,59.9,48,14.0,4,0,0
537,32,Rio de Janeiro,5163.4,Padrão,59.9,37,11.0,0,0,0
538,52,Curitiba,6104.2,Padrão,59.9,41,6.0,2,1,0
539,18,São Paulo,8779.34,Padrão,59.9,28,10.0,2,0,0
540,29,Recife,3845.15,Premium,119.9,17,8.0,2,0,0
541,18,Curitiba,2463.81,Padrão,59.9,31,7.0,1,0,1
542,28,Recife,4970.03,Básico,29.9,57,4.0,0,0,0
543,41,Curitiba,5380.18,Básico,29.9,36,9.0,1,1,0
544,36,São Paulo,3491.91,Padrão,59.9,42,11.0,4,1,1
545,35,Rio de Janeiro,2551.69,Básico,29.9,8,6.0,0,1,0
546,36,São Paulo,8597.72,Básico,29.9,59,11.0,1,1,0
547,40,Curitiba,5148.32,Básico,29.9,15,7.0,2,0,0
548,26,Rio de Janeiro,2821.89,Padrão,59.9,58,2.0,1,0,0
549,46,São Paulo,6388.67,Básico,29.9,27,13.0,1,0,0
550,46,Recife,4543.54,Padrão,59.9,55,4.0,1,0,0
551,43,São Paulo,4194.81,Padrão,59.9,53,9.0,2,0,0
552,45,Rio de Janeiro,5722.09,Padrão,59.9,45,10.0,0,0,0
553,42,Belo Horizonte,2294.61,Básico,29.9,55,3.0,2,0,0
554,62,São Paulo,5854.73,Padrão,59.9,36,7.0,2,0,0
555,37,Rio de Janeiro,7913.32,Padrão,59.9,51,13.0,1,0,0
556,34,Curitiba,5219.12,Básico,29.9,11,17.0,0,1,0
557,29,São Paulo,3552.82,Padrão,59.9,5,,1,0,0
558,26,Rio de Janeiro,3227.21,Básico,29.9,33,4.0,2,0,0
559,23,São Paulo,3311.39,Premium,119.9,48,8.0,1,0,0
560,27,Belo Horizonte,3712.87,Básico,29.9,46,1.0,3,0,0
561,37,São Paulo,3789.95,Padrão,59.9,32,7.0,0,0,0
562,42,Recife,6269.36,Padrão,59.9,31,8.0,0,0,0
563,39,Curitiba,1410.22,Básico,29.9,36,4.0,2,0,0
564,29,São Paulo,,Padrão,59.9,52,14.0,1,0,0
565,49,São Paulo,4146.56,Básico,29.9,50,10.0,3,0,0
566,47,Rio de Janeiro,5448.51,Padrão,59.9,7,8.0,1,0,1
567,36,Belo Horizonte,2411.42,Padrão,59.9,36,4.0,2,0,0
568,30,Rio de Janeiro,6651.54,Básico,29.9,23,11.0,2,0,1
569,45,São Paulo,6952.14,Básico,29.9,48,11.0,1,0,0
570,40,São Paulo,6287.26,Padrão,59.9,30,11.0,5,0,0
571,21,Recife,1263.44,Básico,29.9,59,1.0,0,0,0
572,37,Rio de Janeiro,5962.42,Premium,119.9,26,9.0,3,0,0
573,41,Curitiba,5318.74,Padrão,59.9,41,9.0,0,0,0
574,27,Rio de Janeiro,1280.51,Padrão,59.9,7,2.0,0,0,0
575,40,Recife,4516.26,Básico,29.9,56,15.0,1,1,0
576,21,São Paulo,4646.16,Padrão,59.9,10,4.0,1,1,1
577,54,São Paulo,5980.94,Premium,119.9,23,6.0,1,0,0
578,53,Recife,5269.07,Básico,29.9,50,7.0,3,0,0
579,35,Recife,4934.22,Básico,29.9,58,8.0,2,0,0
580,42,São Paulo,7272.5,Básico,29.9,29,15.0,1,1,0
581,18,Rio de Janeiro,6106.86,Básico,29.9,29,10.0,0,0,0
582,24,Rio de Janeiro,1200.0,Padrão,59.9,3,3.0,2,0,0
583,34,Rio de Janeiro,3808.61,Básico,29.9,58,6.0,0,0,0
584,25,São Paulo,3813.63,Padrão,59.9,1,10.0,3,0,0
585,47,Curitiba,1616.22,Básico,29.9,2,3.0,3,0,0
586,62,São Paulo,5389.53,Básico,29.9,28,9.0,4,0,1
587,24,Belo Horizonte,6327.76,Básico,29.9,1,8.0,1,0,1
588,28,São Paulo,2244.18,Premium,119.9,10,4.0,1,0,0
589,41,São Paulo,5195.52,Padrão,59.9,38,11.0,0,0,0
590,57,Belo Horizonte,3421.52,Básico,29.9,42,4.0,2,0,0
591,23,São Paulo,2840.56,Padrão,59.9,18,3.0,0,1,0
592,41,Belo Horizonte,,Básico,29.9,47,3.0,1,0,0
593,60,São Paulo,4183.4,Básico,29.9,36,7.0,2,1,0
594,18,Recife,4731.98,Básico,29.9,14,4.0,1,0,0
595,23,Belo Horizonte,1200.0,Premium,119.9,43,4.0,3,1,0
596,33,Curitiba,7702.17,Padrão,59.9,35,17.0,1,1,0
597,32,São Paulo,5404.77,Padrão,59.9,48,8.0,0,1,0
598,48,São Paulo,4471.5,Básico,29.9,10,12.0,0,0,0
599,41,Rio de Janeiro,5625.98,Básico,29.9,14,11.0,0,0,0
600,18,Rio de Janeiro,1362.33,Padrão,59.9,18,1.0,0,0,0
601,44,São Paulo,6808.56,Básico,29.9,21,12.0,1,0,0
602,31,São Paulo,3706.83,Premium,119.9,53,4.0,3,0,0
603,53,Rio de Janeiro,4582.67,Padrão,59.9,44,5.0,1,1,0
604,30,São Paulo,3375.02,Básico,29.9,33,10.0,1,0,0
605,30,Rio de Janeiro,3214.83,Padrão,59.9,32,5.0,4,0,0
606,44,São Paulo,5930.41,Premium,119.9,53,10.0,4,1,1
607,47,São Paulo,5230.63,Básico,29.9,27,9.0,1,0,0
608,43,Belo Horizonte,5823.15,Padrão,59.9,14,14.0,0,0,1
609,18,Rio de Janeiro,3884.17,Premium,119.9,9,7.0,1,0,0
610,44,São Paulo,5603.76,Básico,29.9,20,11.0,1,0,0
611,26,Rio de Janeiro,3386.07,Premium,119.9,39,6.0,3,1,1
612,41,Curitiba,8603.52,Básico,29.9,28,20.0,0,0,0
613,21,Rio de Janeiro,1200.0,Padrão,59.9,25,5.0,1,0,0
614,43,Rio de Janeiro,6919.69,Padrão,59.9,29,11.0,3,0,0
615,28,Recife,6662.23,Padrão,59.9,58,11.0,2,0,0
616,23,Rio de Janeiro,2516.11,Básico,29.9,59,0.0,1,0,0
617,47,Recife,8782.69,Padrão,59.9,10,18.0,1,1,1
618,41,Curitiba,6381.88,Básico,29.9,7,13.0,2,0,0
619,31,São Paulo,6038.05,Básico,29.9,15,15.0,1,0,1
620,55,Rio de Janeiro,5060.44,Básico,29.9,51,9.0,0,0,0
621,33,Belo Horizonte,3958.99,Padrão,59.9,28,7.0,0,0,0
622,38,Recife,4123.06,Básico,29.9,51,6.0,0,0,0
623,41,Rio de Janeiro,5292.96,Básico,29.9,39,7.0,6,0,1
624,31,São Paulo,6812.14,Premium,119.9,33,7.0,0,0,0
625,44,Rio de Janeiro,5006.37,Básico,29.9,17,,2,1,0
626,32,São Paulo,2679.4,Básico,29.9,21,6.0,1,0,0
627,33,Curitiba,5833.97,Básico,29.9,9,15.0,1,0,0
628,54,Rio de Janeiro,6638.07,Básico,29.9,31,8.0,2,0,0
629,26,Belo Horizonte,5318.39,Padrão,59.9,17,6.0,0,0,0
630,18,Curitiba,5241.9,Básico,29.9,18,8.0,3,0,1
631,57,Belo Horizonte,,Básico,29.9,3,10.0,2,0,0
632,69,Belo Horizonte,3757.82,Premium,119.9,48,9.0,1,0,0
633,33,Curitiba,2787.25,Padrão,59.9,56,6.0,1,0,0
634,18,Curitiba,1200.0,Padrão,59.9,30,3.0,1,0,0
635,34,Curitiba,4806.51,Premium,119.9,32,13.0,4,0,0
636,35,São Paulo,4259.79,Premium,119.9,55,4.0,1,0,0
637,36,Rio de Janeiro,3648.02,Básico,29.9,31,10.0,2,0,0
638,25,São Paulo,1200.0,Padrão,59.9,37,1.0,0,0,0
639,45,Curitiba,2464.83,Padrão,59.9,26,8.0,2,0,0
640,44,Belo Horizonte,6697.51,Básico,29.9,31,6.0,0,1,1
641,20,Rio de Janeiro,2763.67,Básico,29.9,31,6.0,1,0,1
642,46,São Paulo,5389.07,Básico,29.9,42,11.0,1,0,0
643,63,São Paulo,2746.77,Padrão,59.9,36,3.0,1,0,0
644,40,Belo Horizonte,7149.67,Padrão,59.9,30,10.0,2,0,0
645,34,São Paulo,4120.75,Padrão,59.9,5,9.0,1,0,0
646,36,São Paulo,4962.07,Básico,29.9,54,13.0,0,0,0
647,45,Curitiba,8896.4,Básico,29.9,53,12.0,0,0,0
648,18,Curitiba,6629.59,Básico,29.9,11,16.0,3,0,0
649,40,São Paulo,4008.18,Padrão,59.9,18,6.0,0,0,0
650,33,São Paulo,3282.2,Premium,119.9,58,6.0,0,0,0
651,60,Recife,4574.02,Premium,119.9,19,4.0,4,0,1
652,36,Belo Horizonte,5357.82,Premium,119.9,48,9.0,1,0,0
653,58,Belo Horizonte,,Premium,119.9,47,7.0,1,0,0
654,25,São Paulo,3398.56,Premium,119.9,51,5.0,1,0,0
655,45,São Paulo,7350.93,Básico,29.9,1,8.0,0,0,1
656,42,São Paulo,4414.42,Básico,29.9,29,7.0,1,0,0
657,28,Belo Horizonte,8339.26,Básico,29.9,34,14.0,2,0,0
658,40,São Paulo,4723.34,Básico,29.9,50,8.0,0,0,0
659,53,São Paulo,8163.57,Básico,29.9,14,14.0,0,0,0
660,34,Belo Horizonte,5023.17,Básico,29.9,19,5.0,2,0,0
661,18,Recife,5633.33,Premium,119.9,11,10.0,1,0,0
662,38,Curitiba,3195.7,Básico,29.9,45,5.0,0,0,0
663,27,Rio de Janeiro,2633.23,Premium,119.9,59,7.0,0,0,0
664,34,Rio de Janeiro,5207.47,Padrão,59.9,9,8.0,2,0,0
665,37,Rio de Janeiro,6249.4,Padrão,59.9,14,13.0,2,0,0
666,18,São Paulo,3972.46,Padrão,59.9,19,12.0,0,0,0
667,19,Rio de Janeiro,1614.49,Básico,29.9,53,5.0,1,0,0
668,44,Rio de Janeiro,2231.53,Padrão,59.9,27,9.0,2,0,0
669,32,Rio de Janeiro,1751.15,Básico,29.9,17,,1,0,0
670,18,Curitiba,1200.0,Premium,119.9,20,6.0,1,1,0
671,47,Recife,,Básico,29.9,36,6.0,1,1,0
672,41,São Paulo,6615.08,Básico,29.9,23,6.0,1,0,0
673,29,Rio de Janeiro,4205.85,Padrão,59.9,9,5.0,1,1,0
674,22,São Paulo,,Padrão,59.9,49,10.0,0,1,0
675,48,Rio de Janeiro,4456.63,Básico,29.9,25,6.0,3,0,0
676,42,São Paulo,4326.96,Padrão,59.9,16,6.0,1,0,0
677,67,São Paulo,9142.8,Básico,29.9,43,14.0,2,0,0
678,43,Curitiba,2027.15,Padrão,59.9,44,5.0,2,0,0
679,43,Rio de Janeiro,3946.78,Básico,29.9,10,8.0,1,0,0
680,36,Recife,7510.53,Básico,29.9,5,7.0,2,0,0
681,48,São Paulo,5609.96,Básico,29.9,3,13.0,2,0,0
682,46,São Paulo,5753.96,Básico,29.9,46,11.0,1,0,0
683,53,Rio de Janeiro,5156.25,Básico,29.9,37,6.0,1,0,0
684,32,São Paulo,4913.9,Básico,29.9,47,4.0,0,0,0
685,33,São Paulo,5749.7,Básico,29.9,37,16.0,1,0,0
686,32,Recife,2862.92,Básico,29.9,24,6.0,0,0,0
687,47,São Paulo,6350.51,Padrão,59.9,35,13.0,0,0,0
688,56,São Paulo,2568.59,Básico,29.9,43,3.0,3,0,0
689,32,Rio de Janeiro,4911.06,Padrão,59.9,24,7.0,1,0,0
690,33,Rio de Janeiro,4671.73,Premium,119.9,54,9.0,2,0,0
691,42,Rio de Janeiro,3510.67,Básico,29.9,54,7.0,1,0,0
692,35,Rio de Janeiro,4369.17,Premium,119.9,48,5.0,1,0,0
693,49,Curitiba,3709.43,Básico,29.9,59,8.0,4,0,0
694,18,São Paulo,1970.94,Básico,29.9,24,3.0,2,0,0
695,28,Rio de Janeiro,3563.49,Padrão,59.9,7,3.0,0,0,0
696,29,Belo Horizonte,2242.82,Padrão,59.9,29,4.0,0,1,1
697,18,Curitiba,4481.04,Padrão,59.9,45,4.0,0,0,0
698,26,Rio de Janeiro,2069.85,Básico,29.9,46,4.0,2,1,0
699,27,Rio de Janeiro,5451.56,Padrão,59.9,23,8.0,1,0,0
700,36,São Paulo,2313.34,Básico,29.9,18,7.0,1,0,0
701,51,São Paulo,3870.67,Básico,29.9,27,8.0,0,1,0
702,35,São Paulo,3285.71,Básico,29.9,48,7.0,0,1,0
703,26,Belo Horizonte,6525.26,Premium,119.9,4,7.0,1,0,1
704,37,São Paulo,5064.52,Básico,29.9,20,6.0,1,0,0
705,51,Belo Horizonte,4508.88,Padrão,59.9,14,5.0,0,0,0
706,26,São Paulo,5037.69,Padrão,59.9,48,6.0,1,0,0
707,27,Curitiba,1200.0,Padrão,59.9,28,1.0,4,0,1
708,45,Curitiba,4632.36,Padrão,59.9,6,6.0,3,0,0
709,35,São Paulo,8005.53,Premium,119.9,16,5.0,2,0,0
710,46,São Paulo,4978.22,Básico,29.9,3,9.0,2,0,0
711,38,São Paulo,4622.24,Básico,29.9,29,8.0,1,0,0
712,46,Curitiba,5726.63,Padrão,59.9,59,7.0,0,0,0
713,26,São Paulo,5752.09,Básico,29.9,34,11.0,3,0,0
714,38,Rio de Janeiro,1200.0,Básico,29.9,52,3.0,0,1,0
715,35,Rio de Janeiro,1381.81,Básico,29.9,44,5.0,2,0,0
716,23,Curitiba,4428.52,Básico,29.9,53,7.0,1,0,0
717,19,Rio de Janeiro,2643.22,Básico,29.9,19,7.0,2,0,0
718,46,Rio de Janeiro,7101.65,Básico,29.9,57,13.0,3,0,0
719,34,Recife,3812.69,Premium,119.9,15,12.0,5,0,1
720,26,São Paulo,1200.0,Básico,29.9,26,2.0,0,0,0
721,37,Curitiba,2187.57,Premium,119.9,41,4.0,2,1,0
722,52,São Paulo,,Premium,119.9,17,13.0,5,1,0
723,18,Rio de Janeiro,3478.57,Básico,29.9,16,9.0,1,1,0
724,20,Curitiba,3620.91,Padrão,59.9,8,4.0,0,0,0
725,27,Belo Horizonte,3405.97,Padrão,59.9,1,5.0,3,0,0
726,56,Belo Horizonte,6981.98,Padrão,59.9,30,7.0,2,0,0
727,41,São Paulo,6747.34,Básico,29.9,59,13.0,1,0,0
728,47,Rio de Janeiro,4463.3,Básico,29.9,13,9.0,3,0,1
729,24,Rio de Janeiro,1200.0,Básico,29.9,26,4.0,0,0,0
730,25,Rio de Janeiro,5221.11,Padrão,59.9,56,7.0,1,0,0
731,43,Rio de Janeiro,5649.65,Premium,119.9,46,5.0,2,0,0
732,39,São Paulo,5086.9,Padrão,59.9,1,8.0,0,0,0
733,45,São Paulo,6476.66,Padrão,59.9,30,10.0,0,0,0
734,36,São Paulo,2343.31,Premium,119.9,9,3.0,0,0,0
735,41,Rio de Janeiro,8205.76,Padrão,59.9,15,15.0,1,0,0
736,40,São Paulo,2833.03,Básico,29.9,15,4.0,0,0,0
737,47,Curitiba,6118.6,Premium,119.9,37,10.0,1,0,0
738,48,Belo Horizonte,1762.77,Básico,29.9,12,4.0,3,0,0
739,19,São Paulo,2255.52,Básico,29.9,15,4.0,0,0,0
740,18,Belo Horizonte,6629.46,Padrão,59.9,14,14.0,2,0,0
741,50,Curitiba,4390.38,Premium,119.9,22,4.0,4,0,0
742,52,São Paulo,6431.86,Básico,29.9,39,10.0,3,1,0
743,26,São Paulo,4566.52,Básico,29.9,24,10.0,2,0,0
744,18,São Paulo,3711.08,Básico,29.9,20,,3,1,1
745,39,São Paulo,6984.93,Básico,29.9,31,13.0,0,0,0
746,49,Curitiba,4404.01,Básico,29.9,37,6.0,2,0,0
747,60,Recife,1954.67,Padrão,59.9,1,,1,1,0
748,44,São Paulo,3234.17,Premium,119.9,53,6.0,1,0,0
749,34,Belo Horizonte,5372.15,Básico,29.9,55,9.0,3,0,0
750,27,São Paulo,4881.92,Básico,29.9,36,,1,0,0
751,38,Rio de Janeiro,1679.3,Básico,29.9,34,2.0,3,0,0
752,34,Curitiba,3076.18,Básico,29.9,41,6.0,0,0,0
753,26,Rio de Janeiro,3092.9,Padrão,59.9,27,6.0,4,0,1
754,63,São Paulo,4592.15,Padrão,59.9,22,3.0,1,0,0
755,59,Rio de Janeiro,2653.36,Padrão,59.9,21,5.0,2,0,0
756,52,Recife,3788.93,Básico,29.9,10,14.0,1,0,0
757,27,São Paulo,2858.5,Padrão,59.9,50,6.0,3,0,0
758,48,São Paulo,6188.76,Básico,29.9,19,6.0,1,0,0
759,46,São Paulo,6196.42,Básico,29.9,17,7.0,0,0,0
760,43,Rio de Janeiro,4387.54,Premium,119.9,57,13.0,2,1,0
761,53,Rio de Janeiro,4244.33,Padrão,59.9,30,10.0,1,0,0
762,46,Curitiba,4991.86,Premium,119.9,37,6.0,0,0,0
763,47,Curitiba,,Premium,119.9,15,2.0,0,0,0
